,class,label,gloss
411,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_dentist,dentist,A dentist practice / surgery.
412,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_doctors,doctors,A doctor's practice / surgery.
413,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_hospital,hospital,A hospital providing in-patient medical treatment. Often used in conjunction with emergency=* to note whether the medical centre has emergency facilities.
414,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_nursing_home,nursing home,Discouraged tag for a home for disabled or elderly persons who need permanent care. Use amenity=social_facility + social_facility=nursing_home now.
415,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_pharmacy,pharmacy,Pharmacy: a shop where a pharmacist sells medications dispensing=yes/no - availability of prescription-only medications
416,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_social_facility,social facility,"A facility that provides social services: group & nursing homes, workshops for the disabled, homeless shelters, etc."
417,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_veterinary,veterinary,"A place where a veterinary surgeon, also known as a veterinarian or vet, practices."
418,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_arts_centre,arts centre,A venue where a variety of arts are performed or conducted
419,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_brothel,brothel,An establishment specifically dedicated to prostitution
420,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_casino,casino,"A gambling venue with at least one table game(e.g. roulette, blackjack) that takes bets on sporting and other events at agreed upon odds."
421,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_cinema,cinema,A place where films are shown (US: movie theater)
422,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_community_centre,community centre,"A place mostly used for local events, festivities and group activities; including special interest and special age groups."
423,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_conference_centre,conference centre,A large building that is used to hold a convention
424,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_events_venue,events venue,A building specifically used for organising events
425,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fountain,fountain,A fountain for cultural / decorational / recreational purposes.
426,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_gambling,gambling,"A place for gambling, not being a shop=bookmaker, shop=lottery, amenity=casino, or leisure=adult_gaming_centre."
427,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_nightclub,nightclub,"A place to drink and dance (nightclub). The German word is ""Disco"" or ""Discothek"". Please don't confuse this with the German ""Nachtclub"" which is most likely amenity=stripclub."
428,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_planetarium,planetarium,A planetarium.
429,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_public_bookcase,public bookcase,A street furniture containing books. Take one or leave one.
430,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_social_centre,social centre,A place for free and not-for-profit activities.
431,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_stripclub,stripclub,A place that offers striptease or lapdancing (for sexual services use amenity=brothel).
432,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_studio,studio,TV radio or recording studio
433,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_swingerclub,swingerclub,A club where people meet to have a party and group sex.
434,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_theatre,theatre,"A theatre or opera house where live performances occur, such as plays, musicals and formal concerts. Use amenity=cinema for movie theaters."
435,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_courthouse,courthouse,"A building home to a court of law, where justice is dispensed"
436,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_embassy,embassy,"An embassy, consulate or diplomatic office. Also see office=diplomatic"
437,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fire_station,fire station,A station of a fire brigade
438,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_police,police,A police station where police officers patrol from and that is a first point of contact for civilians
439,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_post_box,post box,A box for the reception of mail. Alternative mail-carriers can be tagged via operator=*
440,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_post_depot,post depot,"Post depot or delivery office, where letters and parcels are collected and sorted prior to delivery."
441,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_post_office,post office,Post office building with postal services
442,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_prison,prison,A prison or jail where people are incarcerated before trial or after conviction
443,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_ranger_station,ranger station,"National Park visitor headquarters: official park visitor facility with police, visitor information, permit services, etc"
444,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_townhall,townhall,"Building where the administration of a village, town or city may be located, or just a community meeting place"
445,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bbq,bbq,"BBQ or Barbecue is a permanently built grill for cooking food, which is most typically used outdoors by the public. For example these may be found in city parks or at beaches. Use the tag fuel=* to specify the source of heating, such as fuel=wood;electric;charcoal. For mapping nearby table and chairs, see also the tag tourism=picnic_site. For mapping campfires and firepits, instead use the tag leisure=firepit."
446,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bench,bench,A bench to sit down and relax a bit
447,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_dog_toilet,dog toilet,Area designated for dogs to urinate and excrete.
448,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_drinking_water,drinking water,"Drinking water is a place where humans can obtain potable water for consumption. Typically, the water is used for only drinking. Also known as a drinking fountain or bubbler."
449,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_give_box,give box,A small facility where people drop off and pick up various types of items in the sense of free sharing and reuse.
450,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_shelter,shelter,A small shelter against bad weather conditions. To additionally describe the kind of shelter use shelter_type=*.
451,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_shower,shower,Public shower or bath.
452,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_telephone,telephone,Public telephone
453,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_toilets,toilets,Public toilets (might require a fee)
454,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_water_point,water point,Place where you can get large amounts of drinking water
455,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_watering_place,watering place,Place where water is contained and animals can drink
456,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_sanitary_dump_station,sanitary dump station,A place for depositing human waste from a toilet holding tank.
457,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_recycling,recycling,"Recycling facilities (bottle banks, etc.). Combine with recycling_type=container for containers or recycling_type=centre for recycling centres."
458,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_waste_basket,waste basket,A single small container for depositing garbage that is easily accessible for pedestrians.
459,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_waste_disposal,waste disposal,"A medium or large disposal bin, typically for bagged up household or industrial waste."
460,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_waste_transfer_station,waste transfer station,"A waste transfer station is a location that accepts, consolidates and transfers waste in bulk."
461,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_animal_boarding,animal boarding,"A facility where you, paying a fee, can bring your animal for a limited period of time (e.g. for holidays)"
462,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_animal_breeding,animal breeding,"A facility where animals are bred, usually to sell them"
463,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_animal_shelter,animal shelter,A shelter that recovers animals in trouble
464,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_baking_oven,baking oven,"An oven used for baking bread and similar, for example inside a building=bakehouse."
465,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_childcare,childcare,A place where children of different ages are looked after which is not an amenity=kindergarten or preschool.
466,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_clock,clock,A public visible clock
467,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_crematorium,crematorium,A place where dead human bodies are burnt
468,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_dive_centre,dive centre,A dive center is the base location where sports divers usually start scuba diving or make dive guided trips at new locations.
469,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_funeral_hall,funeral hall,"A place for holding a funeral ceremony, other than a place of worship."
470,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_grave_yard,grave yard,"A (smaller) place of burial, often you'll find a church nearby. Large places should be landuse=cemetery instead."
471,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_gym,gym,Deprecated. Use leisure=fitness_centre or leisure=sports_centre instead. A place which houses exercise equipment for the purpose of physical exercise.
472,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_hunting_stand,hunting stand,A hunting stand: an open or enclosed platform used by hunters to place themselves at an elevated height above the terrain
473,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_internet_cafe,internet cafe,A place whose principal role is providing internet services to the public.
474,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_kitchen,kitchen,A public kitchen in a facility to use by everyone or customers
475,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_lounger,lounger,An object for people to lie down.
476,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_marketplace,marketplace,A marketplace where goods and services are traded daily or weekly.
477,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_monastery,monastery,Monastery is the location of a monastery or a building in which monks and nuns live.
478,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_photo_booth,photo booth,Photo Booth – A stand to create instant photo.
479,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_place_of_worship,place of worship,"A church, mosque, or temple, etc. Note that you also need religion=*, usually denomination=* and preferably name=* as well as amenity=place_of_worship."
480,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_public_bath,public bath,"A location where the public may bathe in common, etc. japanese onsen, turkish bath, hot spring"
481,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_public_building,public building,A generic public building. Don't use! See office=government.
482,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_vending_machine,vending machine,"A machine selling goods – food, tickets, newspapers, etc. Add type of goods using vending=*"
483,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_wood,wood,"Tree-covered area (a 'forest' or 'wood'). Also see landuse=forest. For more detail, one can use leaf_type=* and leaf_cycle=*."
484,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_tree_row,tree row,A line of trees.
485,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_tree,tree,A single tree.
486,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_scrub,scrub,"Uncultivated land covered with shrubs, bushes or stunted trees."
487,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_heath,heath,"A dwarf-shrub habitat, characterised by open, low growing woody vegetation, often dominated by plants of the Ericaceae."
488,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_moor,moor,"Don't use, see wikipage. Upland areas, characterised by low-growing vegetation on acidic soils."
489,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_grassland,grassland,"Areas where the vegetation is dominated by grasses (Poaceae) and other herbaceous (non-woody) plants. For mown/managed grass see landuse=grass, for hay/pasture see landuse=meadow."
490,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_fell,fell,"Habitat above the tree line covered with grass, dwarf shrubs and mosses."
491,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_tundra,tundra,"Habitat above tree line in alpine and subpolar regions, principally covered with uncultivated grass, low growing shrubs and mosses and sometimes grazed."
492,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_bare_rock,bare rock,"An area with sparse or no vegetation, so that the bedrock becomes visible."
493,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_scree,scree,Unconsolidated angular rocks formed by rockfall and weathering from adjacent rockfaces.
494,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_shingle,shingle,An accumulation of rounded rock fragments on a beach or riverbed
495,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_sand,sand,An area covered by sand with no or very little vegetation. See natural=beach and natural=dune as well.
496,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_mud,mud,Area covered with mud: water saturated fine grained soil without significant plant growth. Also see natural=wetland + wetland=* if the surfaces are unknown.
497,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_water,water,"Any body of water, from natural such as a lake or pond to artificial like moat or canal. Also see waterway=riverbank"
498,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_wetland,wetland,"A natural area subject to inundation or with waterlogged ground, further specified with wetland=*"
499,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_bay,bay,An area of water mostly surrounded by land but with a level connection to the ocean or a lake.
500,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_cape,cape,"A piece of elevated land sticking out into the sea or large lake. Includes capes, heads, headlands and (water) promontories."
501,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_strait,strait,A narrow area of water surrounded by land on two sides and by water on two other sides.
502,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_beach,beach,"landform along a body of water which consists of sand, shingle or other loose material"
503,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_coastline,coastline,The mean high water springs line between the sea and land (with the water on the right side of the way.)
504,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_reef,reef,"A feature (rock, sandbar, coral, etc) lying beneath the surface of the water"
505,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_spring,spring,A place where ground water flows naturally from the ground (Other languages).
506,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_peak,peak,The top (summit) of a hill or mountain.
507,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_dune,dune,"A hill of sand formed by wind, covered with no or very little vegetation. See also natural=sand and natural=beach."
508,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_hill,hill,A hill.
509,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_valley,valley,node A natural depression flanked by ridges or ranges of mountains or hills
510,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_ridge,ridge,A mountain or hill linear landform with a continuous elevated crest
511,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_arete,arete,"An arête, a thin, almost knife-like, ridge of rock which is typically formed when two glaciers erode parallel U-shaped valleys."
512,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_cliff,cliff,"A vertical or almost vertical natural drop in terrain, usually with a bare rock surface (leave the lower face to the right of the way)."
513,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_saddle,saddle,The lowest point along a ridge or between two mountain tops
514,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_peninsula,peninsula,"A piece of land projecting into water from a larger land mass, nearly surrounded by water"
515,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_rock,rock,A notable rock or group of rocks attached to the underlying bedrock.
516,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_stone,stone,"A single notable freestanding rock, which may differ from the composition of the terrain it lies in.; e.g., glacial erratic."
517,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_sinkhole,sinkhole,A natural depression or hole in the surface topography.
518,http://kr.di.uoa.gr/yago2geo/ontology/OSM_natural_cave_entrance,cave entrance,The entrance to a cave: a natural underground space large enough for a human to enter.
519,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_river,river,"A river is a wide, natural watercourse that flows from a source to an ocean, sea, lake or another river. For narrow naturally-formed waterways, see waterway=stream."
520,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_riverbank,riverbank,"Sometimes used for larger rivers in addition to waterway=river, to define an area between the opposite riverbanks. Also see water=river with natural=water."
521,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_stream,stream,"A naturally-formed waterway that is too narrow to be classed as a river. An active, able-bodied person should be able to jump over it."
522,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_tidal_channel,tidal channel,A natural tidal waterway within the coastal marine environment with bi-directional flow of salty water which depends on the tides.
523,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_canal,canal,"An artificial open flow waterway used to carry useful water for transportation, waterpower, or irrigation. (Other languages)."
524,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_pressurised,pressurised,"A waterway where water is flowing in a fully enclosed conduit and subject to pressure; this includes gravity-driven penstocks and siphons and pump-driven pipelines, for example."
525,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_drain,drain,"An artificial free flow waterway used for carrying superfluous water like storm water or industrial discharge, usually lined with concrete, stones or similar."
526,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_ditch,ditch,"An small artificial free flow waterway used for carrying superfluous water for drainage purposes, usually unlined."
527,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_fairway,fairway,A navigable route in a lake or sea marked by buoys. The navigable area marked by the buoys can be mapped with seamark:type=fairway.
528,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_fish_pass,fish pass,"A  fish pass, also known as a fish ladder, a fishway or fish steps, is a structure on or around artificial barriers (such as dams and locks) to facilitate diadromous fishes natural migration."
529,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_dock,dock,An 'enclosed' area of water used for building or repairing ships.
530,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_boatyard,boatyard,"Boat yard – a place for constructing, repairing and storing vessels out of the water."
531,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_dam,dam,A wall built across a river or stream to impound the water. A dam normally does not have water flowing over the top of it.
532,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_weir,weir,A barrier built across a river to control speed and depth. Water can still flow over the top.
533,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_waterfall,waterfall,"A waterfall, use in combination with natural=cliff"
534,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_rapids,rapids,"A natural barrier, formed by a fast-flowing, often turbulent, section of the watercourse."
535,http://kr.di.uoa.gr/yago2geo/ontology/OSM_waterway_lock_gate,lock gate,"To mark the position of gates at each end of a lock. Alternatively, for smaller locks use a single lock=yes node in the middle of the lock."
536,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_river,river,The water area of a river. Should contain waterway=river way inside.
537,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_lake,lake,"A lake: a body of relatively still fresh or salt water, localized in a basin that is surrounded by land. Artificially created lakes should instead be tagged as water=pond or water=reservoir. Intermittent lakes (which disappear seasonally) should be tagged with intermittent=yes; salt lakes — with salt=yes."
538,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_stream,stream,The water covered area of a stream: a naturally-formed watercourse which is narrower than a river
539,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_oxbow,oxbow,An oxbow lake: U-shaped body of water formed when a wide meander from the main stem of a river is cut off to create a lake.
540,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_lagoon,lagoon,A lagoon: a body of shallow sea water or brackish water separated from the sea by some form of barrier. It's better to specify saltness of water with salt=yes/no.
541,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_stream_pool,stream pool,"A stream pool; a small and usually deep collection of fresh water, occurring along a stream. Water velocity in the pool is typically much lower than in the stream. Frequently found below a waterfall. May be used as a ""swimming hole""."
542,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_reservoir,reservoir,"A reservoir or an artificial lake is used to store water. Usually formed by a dam over a natural water course, water then backs up into a natural valley or depression. Also see landuse=reservoir"
543,http://kr.di.uoa.gr/yago2geo/ontology/OSM_water_basin,basin,An area of land artificially graded to hold water. For more details you can use basin=*. Also see the much more common tag landuse=basin
544,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_commercial,commercial,"Predominantly commercial businesses and their offices. Commercial businesses which sell goods should be categorised as landuse=retail. Commercial businesses can sell services on site and may include private Doctor's Surgeries, and those non-government services for mental and physical health, such as a Counsellor's or Physiotherapist's practice or Veterinary. Government services and businesses should not use this tag. Commercial businesses can also include office buildings and business parks which have limited interface with the public and sell their services either on site, or externally. Commercial businesses have low amounts of public foot traffic."
545,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_education,education,An area predominately used for educational purposes/facilities.
546,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_industrial,industrial,"Predominantly industrial landuses such as workshops, factories, or warehouses."
547,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_residential,residential,"Land where people reside; predominantly residential detached (single houses, grouped dwellings), or attached (apartments, flats, units) dwellings. For ""Mixed-Use"" areas where more than half of the land is residential, tag as residential."
548,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_retail,retail,"Predominantly retail businesses such as shops. Retail businesses sell physical goods such as food (prepared or grocery), clothing, medicine, stationary, appliances, tools, or other similar physical items. Retail businesses have high amounts of public foot traffic. Retail businesses do not exclusively provide or sell their services. For businesses which sell services see landuse=commercial."
549,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_allotments,allotments,A piece of land given over to local residents for growing vegetables and flowers.
550,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_farmland,farmland,"An area of farmland used for tillage (cereals, vegetables, oil plants, flowers)."
551,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_farmyard,farmyard,"An area of land with farm buildings like farmhouse, dwellings, farmsteads, sheds, stables, barns, equipment sheds, feed bunkers, etc. plus the open space in between them and the shrubbery/trees around them."
552,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_flowerbed,flowerbed,An area designated for flowers
553,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_forest,forest,Managed forest or woodland plantation (Other languages). Some use this to map an area of trees rather than the use of the land. See Forest.
554,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_meadow,meadow,"A meadow or pasture: land primarily vegetated by grass and non-woody plants, mainly used for hay or grazing"
555,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_orchard,orchard,intentional planting of trees or shrubs maintained for food production
556,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_vineyard,vineyard,A piece of land where grapes are grown.
557,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_basin,basin,An area artificially graded to hold water.
558,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_brownfield,brownfield,Describes land scheduled for new development where old buildings have been demolished and cleared
559,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_cemetery,cemetery,Place for burials. You can add religion=* (values listed in the place of worship page). Smaller places (e.g. with a church nearby) may use amenity=grave_yard instead.
560,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_conservation,conservation,"Protected areas (deprecated) Alternate tagging of same thing: boundary=protected_area, protected_area=*"
561,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_depot,depot,"An area used as a depot for e.g. vehicles (trains, buses or trams). Consider using rather standard landuse tags like landuse=railway, landuse=commercial, landuse=industrial, with subtag like industrial=depot."
562,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_garages,garages,"One level buildings with boxes commonly for cars, usually made of brick and metal. Usually this area belong to garage cooperative with own name, chairman, budget, rules, security, etc."
563,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_grass,grass,"An area of mown and managed grass. Some view this as not a landuse, see the main page landuse=grass for information."
564,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_greenfield,greenfield,Describes land scheduled for new development where there have been no buildings before. A greenfield is scheduled to turn into a construction site
565,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_greenhouse_horticulture,greenhouse horticulture,Area used for growing plants in greenhouses
566,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_landfill,landfill,Place where waste is dumped.
567,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_military,military,For land areas owned/used by the military for whatever purpose
568,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_plant_nursery,plant nursery,intentional planting of plants maintaining for the production of new plants
569,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_port,port,coastal industrial area where commercial traffic is handled. Consider using landuse=industrial + industrial=port for this type of industrial area.
570,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_quarry,quarry,Surface mineral extraction
571,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_recreation_ground,recreation ground,"An open green space for general recreation, which may include pitches, nets and so on, usually municipal but possibly also private to colleges or companies"
572,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_religious,religious,An area used for religious purposes
573,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_reservoir,reservoir,A Reservoir on Wikipedia. Less popular variant of natural=water + water=reservoir. See also the approved water details proposal and pointers to discussion on talk page.
574,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_village_green,village green,"An area of common land, usually grass, in the centre of a village (quintessentially English – defined separately from 'common land' under the Commons Registration Act 1965 and the Commons Act 2006)."
575,http://kr.di.uoa.gr/yago2geo/ontology/OSM_landuse_winter_sports,winter sports,An area dedicated to winter sports (e.g. skiing)
576,http://kr.di.uoa.gr/yago2geo/ontology/OSM_highway_road,road,"A road, way, street, motorway etc. It can stand for anything ranging from a footpath to a motorway. This tag should only be used temporarily until the road/way/etc."
577,http://kr.di.uoa.gr/yago2geo/ontology/OSM_highway_primary,primary road,The next most important roads in a country's system. (Often link larger towns.)
578,http://kr.di.uoa.gr/yago2geo/ontology/OSM_highway_secondary,secondary road,The next most important roads in a country's system. (Often link towns.)
579,http://kr.di.uoa.gr/yago2geo/ontology/OSM_highway_tertiary,tertiary road,The next most important roads in a country's system. (Often link smaller towns and villages)
580,http://kr.di.uoa.gr/yago2geo/ontology/OSM_highway_bus_way,bus way,A dedicated roadway for bus rapid transit systems
581,http://kr.di.uoa.gr/yago2geo/ontology/OSM_aeroway_aerodrome,aerodrome,Aerodrome in the United Kingdom or Airport in North America is used to map the main area details (other than helicopters only).
581,http://kr.di.uoa.gr/yago2geo/ontology/OSM_aeroway_aerodrome,airport,Aerodrome in the United Kingdom or Airport in North America is used to map the main area details (other than helicopters only).
582,http://kr.di.uoa.gr/yago2geo/ontology/OSM_aeroway_terminal,airport terminal,Airport terminal is a building at an airport where passengers transfer between ground transportation and the facilities that allow them to board and disembark from aircraft.
